expediente;fecha_remision;;;
00150-2018-0-3301-JR-CI-01_59;2019-01-04;;;
00156-2018-0-3301-JR-CI-01_59;2019-01-08;;;
00246-2018-0-3301-JR-FP-01_61;2019-01-24;;;
00253-2018-0-3301-JR-FT-01_57;2019-01-03;;;
00338-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00405-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00529-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00544-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00619-2018-0-3301-JR-FC-01_59;2019-01-09;;;
00622-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00624-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00625-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00626-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00626-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00629-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00630-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00633-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00635-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00635-2018-0-3301-JR-FC-01_59;2019-01-09;;;
00637-2018-0-3301-JR-FT-01_60;2019-01-28;;;
00638-2018-0-3301-JR-FC-01_59;2019-01-09;;;
00639-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00643-2018-0-3301-JR-FC-01_59;2019-01-22;;;
00645-2018-0-3301-JR-FC-01_59;2019-01-09;;;
00789-2018-0-3301-JR-FC-01_61;2019-01-21;;;
00796-2018-0-3301-JR-FT-01_59;2019-01-18;;;
00801-2018-0-3301-JR-FT-01_59;2019-01-31;;;
00015-2016-0-3301-JR-FT-01_62;S;16:33.7;;
00061-2016-0-3301-JR-FT-01_62;2019-01-31;;;
00065-2016-0-3301-JR-FT-01_62;2019-01-09;;;
00067-2016-0-3301-JR-FT-01_62;2019-01-09;;;
00130-2016-0-3301-JR-FT-01_59;ARCHIVO (ENVIADO);S;33:10.1;
00135-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00137-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00138-2016-0-3301-JR-FT-01_59;ARCHIVO (ENVIADO);S;33:10.1;
00140-2016-0-3301-JR-FT-01_59;ARCHIVO (ENVIADO);S;36:03.9;
00315-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00322-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00326-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00334-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00336-2016-0-3301-JR-FC-01_58;S;19:43.6;;
00338-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00444-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00447-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00451-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00457-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00459-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00460-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00465-2016-0-3301-JR-FT-01_58;S;28:24.0;;
00593-2016-0-3301-JR-FT-01_58;S;20:44.1;;
00606-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00610-2016-0-3301-JR-FT-01_58;S;48:53.3;;
00619-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00621-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00623-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00625-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00642-2016-0-3301-JR-FT-01_58;2019-01-23;;;
00644-2016-0-3301-JR-FT-01_58;2019-01-23;;;
01045-2016-0-3301-JR-FT-01_58;2019-01-22;;;
01047-2016-0-3301-JR-FT-01_58;2019-01-22;;;
01057-2016-0-3301-JR-FT-01_58;S;27:07.9;;
01087-2016-0-3301-JR-FT-01_58;FISCALIA;S;46:09.9;
01091-2016-0-3301-JR-FT-01_58;2019-01-21;;;
01105-2016-0-3301-JR-FT-01_58;FISCALIA;S;27:07.9;
01109-2016-0-3301-JR-FT-01_58;2019-01-22;;;
01113-2016-0-3301-JR-FT-01_58;2019-01-23;;;
01123-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00060-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00064-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00095-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00096-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00101-2017-0-3301-JR-FT-01_59;S;36:03.9;;
00139-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00175-2017-0-3301-JR-FT-01_59;2019-01-18;;;
00179-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00216-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00224-2017-0-3301-JR-CI-01_59;2019-01-16;;;
00262-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00264-2017-0-3301-JR-FP-01_59;2019-01-09;;;
00269-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00429-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00430-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00499-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00506-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00513-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00514-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00633-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00684-2017-0-3301-JR-FT-01_59;2019-01-10;;;
00687-2017-0-3301-JR-FT-01_59;2019-01-10;;;
00696-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00795-2017-0-3301-JR-FT-01_59;2019-01-31;;;
01226-2017-0-3301-JR-FT-01_58;2019-01-23;;;
00017-2018-0-3301-JR-CI-01_59;2019-01-28;;;
00041-2018-0-3301-JR-FT-01_57;2019-01-03;;;
00159-2018-0-3301-JR-CI-01_61;2019-01-15;;;
00167-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00169-2018-0-3301-JR-CI-01_61;2019-01-16;;;
00369-2018-0-3301-JR-FC-01_59;2019-01-31;;;
00460-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00461-2018-0-3301-JR-FP-01_60;2019-02-08;;;
00545-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00548-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00552-2018-0-3301-JR-FC-01_59;2019-01-09;;;
00562-2018-0-3301-JR-FC-01_57;2019-01-02;;;
00567-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00654-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00738-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00742-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00746-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00750-2018-0-3301-JR-FT-01_61;2019-02-05;;;
00820-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00830-2018-0-3301-JR-FT-01_61;2019-02-05;;;
00833-2018-0-3301-JR-FC-01_59;2019-01-09;;;
00834-2018-0-3301-JR-FC-01_59;2019-01-31;;;
00837-2018-0-3301-JR-FT-01_61;2019-01-31;;;
00848-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00849-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00972-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00987-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00988-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00989-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00992-2018-0-3301-JR-FT-01_59;2019-01-10;;;
00993-2018-0-3301-JR-FT-01_59;2019-01-10;;;
00994-2018-0-3301-JR-FT-01_59;2019-01-08;;;
00996-2018-0-3301-JR-FT-01_59;2019-01-10;;;
00999-2018-0-3301-JR-FT-01_59;2019-01-10;;;
01000-2018-0-3301-JR-FT-01_59;2019-01-10;;;
00045-2016-0-3301-JR-FT-01_62;2019-01-31;;;
00047-2016-0-3301-JR-FC-01_62;2019-01-09;;;
00057-2016-0-3301-JR-FT-01_62;2019-01-18;;;
00185-2016-0-3301-JR-FT-01_59;ARCHIVO (ENVIADO);S;33:10.1;
00186-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00190-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00198-2016-0-3301-JR-FT-01_58;S;54:01.5;;
00404-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00409-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00413-2016-0-3301-JR-FT-01_58;FISCALIA;S;20:44.1;
00417-2016-0-3301-JR-FT-01_58;1900-01-19;FISCALIA;S;28:24.0
00422-2016-0-3301-JR-FT-01_58;S;19:43.6;;
00429-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00551-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00556-2016-0-3301-JR-FT-01_58;S;58:15.9;;
00558-2016-0-3301-JR-FT-01_58;S;20:44.1;;
00570-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00573-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00577-2016-0-3301-JR-FT-01_58;FISCALIA;S;20:44.1;
00582-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00586-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00588-2016-0-3301-JR-FT-01_58;2019-01-22;;;
00898-2016-0-3301-JR-FT-01_58;2019-01-23;;;
01006-2016-0-3301-JR-FT-01_58;2019-01-21;;;
01029-2016-0-3301-JR-FT-01_58;FISCALIA;S;36:52.4;
01032-2016-0-3301-JR-FT-01_58;2019-01-21;;;
00045-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00055-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00056-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00196-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00205-2017-0-3301-JR-FT-01_59;2019-01-18;;;
00241-2017-0-3301-JR-FP-01_59;2019-01-09;;;
00461-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00463-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00464-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00539-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00551-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00553-2017-0-3301-JR-FT-01_59;2019-01-18;;;
00639-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00654-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00704-2017-0-3301-JR-FT-01_59;2019-01-09;;;
00713-2017-0-3301-JR-FT-01_59;2019-01-10;;;
00715-2017-0-3301-JR-FT-01_59;2019-01-10;;;
01974-2017-0-3301-JR-FC-01_57;2019-01-17;;;
00033-2018-0-3301-JR-FT-01_57;2019-01-03;;;
00083-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00232-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00233-2018-0-3301-JR-FT-01_61;2019-01-31;;;
00236-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00242-2018-0-3301-JR-FT-01_59;2019-01-18;;;
00305-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00593-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00600-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00602-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00605-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00606-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00611-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00612-2018-0-3301-JR-FT-01_60;2019-01-07;;;
00614-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00615-2018-0-3301-JR-FC-01_59;2019-01-09;;;
00700-2018-0-3301-JR-FC-01_59;2019-01-09;;;
00702-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00722-2018-0-3301-JR-FC-01_59;2019-01-31;;;
00733-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00890-2018-0-3301-JR-FT-01_61;2019-01-31;;;
00896-2018-0-3301-JR-FT-01_61;2019-02-06;;;
00919-2018-0-3301-JR-FP-01_61;2019-01-23;;;
00923-2018-0-3301-JR-FT-01_61;2019-02-06;;;
01046-2018-0-3301-JR-FT-01_59;2019-01-03;;;
01047-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01048-2018-0-3301-JR-FT-01_59;2019-01-03;;;
01052-2018-0-3301-JR-FT-01_59;2019-01-10;;;
01055-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01058-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01059-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01063-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01065-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01066-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01067-2018-0-3301-JR-FP-01_57;S;52:33.3;;
01068-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01069-2018-0-3301-JR-FT-01_59;2019-01-03;;;
01071-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01077-2018-0-3301-JR-FT-01_59;2019-01-31;;;
01081-2018-0-3301-JR-FT-01_59;2019-01-31;;;
01084-2018-0-3301-JR-FT-01_59;2019-01-24;;;
01086-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01088-2018-0-3301-JR-FT-01_59;2019-01-24;;;
01090-2018-0-3301-JR-FT-01_59;2019-01-28;;;
01091-2018-0-3301-JR-FT-01_59;2019-01-31;;;
01617-2018-0-3301-JR-FP-01_58;S;27:59.0;;
01639-2018-0-3301-JR-FT-01_58;2019-02-06;;;
01654-2018-0-3301-JR-FT-01_58;2019-02-06;;;
01911-2018-0-3301-JR-FT-01_58;2019-02-07;;;
01912-2018-0-3301-JR-FT-01_58;2019-02-07;;;
01914-2018-0-3301-JR-FT-01_58;2019-02-07;;;
01915-2018-0-3301-JR-FT-01_58;2019-02-07;;;
01916-2018-0-3301-JR-FT-01_58;2019-02-07;;;
01918-2018-0-3301-JR-FT-01_58;2019-02-07;;;
01919-2018-0-3301-JR-FT-01_58;2019-02-07;;;
01921-2018-0-3301-JR-FT-01_58;S;44:38.3;;
00428-2018-0-3301-JR-FT-01_59;2019-01-18;;;
00432-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00479-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00483-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00490-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00589-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00679-2018-0-3301-JR-FT-01_61;2019-02-05;;;
00681-2018-0-3301-JR-FT-01_59;2019-01-18;;;
00682-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00760-2018-0-3301-JR-FP-01_61;2019-01-16;;;
00763-2018-0-3301-JR-FT-01_59;2019-01-09;;;
00862-2018-0-3301-JR-FT-01_59;2019-01-31;;;
00865-2018-0-3301-JR-FT-01_61;2019-01-31;;;
00865-2018-0-3301-JR-FT-01_59;2019-01-18;;;
00870-2018-0-3301-JR-FC-01_59;2019-01-09;;;
00877-2018-0-3301-JR-FT-01_59;2019-01-09;;;
01010-2018-0-3301-JR-FT-01_59;2019-01-10;;;
01012-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01014-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01016-2018-0-3301-JR-FT-01_59;2019-01-16;;;
01025-2018-0-3301-JR-FC-01_59;2019-01-25;;;
01026-2018-0-3301-JR-FT-01_59;2019-01-10;;;
01029-2018-0-3301-JR-FT-01_59;2019-01-09;;;
01034-2018-0-3301-JR-FT-01_59;2019-01-09;;;
01035-2018-0-3301-JR-FT-01_59;2019-01-10;;;
01036-2018-0-3301-JR-FT-01_59;2019-01-10;;;
01037-2018-0-3301-JR-FT-01_59;2019-01-10;;;
01038-2018-0-3301-JR-FT-01_59;2019-01-03;;;
01171-2018-0-3301-JR-FT-01_57;2019-01-14;;;
01391-2018-0-3301-JR-FP-01_57;S;18:06.3;;
01801-2018-0-3301-JR-FT-01_58;S;19:44.6;;
01807-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01824-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01825-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01826-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01827-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01828-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01829-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01830-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01831-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01832-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01834-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01835-2018-0-3301-JR-FT-01_58;2019-02-05;;;
01836-2018-0-3301-JR-FT-01_58;2019-02-05;;;
