tblcomisaria_id;oficio;fdenuncia;fformalizacion;expediente;calificacion;hora;faudiencia;remitido;oficioremitido;fremision;ministerio;tblinstancia_id;asistencialegal;psicologia;tblmodulo_id;medida_file;institucion;tbldenuncia_id;fmedida
10;5076-2018;2018-12-12;2018-12-17;5542-2018;;;;;;;;37;0;0;30;/img/denuncia/file_medida__1554311962.pdf;1;3;2018-12-18
10;98-2019;2019-01-14;2019-01-15;278-2019;No ha lugar;08:00;2019-01-21;Ministerio Público;278-2019;2019-02-21;;38;0;0;30;/img/denuncia/file_medida__1554311365.pdf;1;1;
6;28-2019;2019-01-13;2019-01-15;280-2019;No ha lugar;00:00;;Ministerio Público;279-2019;2019-02-08;;38;0;0;30;/img/denuncia/file_medida__1554312753.pdf;1;1;
6;30-2019;2019-01-13;2019-01-15;282-2019;Ha lugar;00:00;2019-01-16;Ministerio Público;336-2019;2019-02-25;;38;0;0;30;/img/denuncia/file_medida__1554313359.pdf;1;3;
8;108-2019;2019-01-13;2019-01-15;285-2019;Ha lugar;00:00;2019-01-16;;;;;38;0;0;30;/img/denuncia/file_medida__1554314269.pdf;1;3;
6;136-2019;2019-03-06;2019-03-08;1183-2019;Ha lugar;09:40;2019-03-12;;;;;37;;;30;/img/denuncia/file_medida__1554315330.pdf;1;1;2019-03-12
12;003-2019;2019-01-13;2019-01-16;296-2019;Ha lugar;00:00;2019-01-18;Ministerio Público;257-2019;2019-02-06;;38;0;0;30;/img/denuncia/file_medida__1554315003.pdf;1;3;2019-01-16
154;135-2019;2019-03-06;2019-03-08;1182-2019;Ha lugar;10:40;2019-03-12;;;;;37;;;30;/img/denuncia/file_medida__1554318377.pdf;1;1;
154;132- 2019;2019-03-05;2019-03-08;1181-2019;Ha lugar;00:00;;;;;;37;1;;30;/img/denuncia/file_medida__1554320891.pdf;1;3;2019-03-11
6;30-2019;2019-01-08;2019-01-16;299-2019;No ha lugar;16:30;2019-01-21;Ministerio Público;325-2019;2019-02-06;;38;0;0;30;/img/denuncia/file_medida_299-2019_1554321364.pdf;1;1;
6;27-2019;2019-01-14;2019-01-16;301-2019;No ha lugar;15:00;2019-01-21;Ministerio Público;328-2019;2019-02-08;;38;0;0;30;/img/denuncia/file_medida__1554322086.pdf;1;1;
154;130-2019;2019-03-05;2019-03-08;1180-2019;Ha lugar;09:00;2019-03-12;;;;;37;;;30;/img/denuncia/file_medida__1554323542.pdf;1;2;2019-04-12
6;28-2019;2019-01-13;2019-01-16;303-2019;Ha lugar;15:30;2019-01-21;Ministerio Público;294-2019;2019-02-21;;38;0;0;30;/img/denuncia/file_medida__1554323842.pdf;1;1;
154;129-2019;2019-03-05;2019-03-08;1179-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554325049.pdf;1;1;2019-03-11
9;82-2019;2019-01-15;2019-01-16;306-2019;Ha lugar;16:00;2019-01-21;Ministerio Público;327-2019;2019-03-19;;38;0;0;30;/img/denuncia/file_medida__1554324711.pdf;1;2;2019-01-21
10;104-2019;2019-01-15;2019-01-17;315-2019;No ha lugar;10:00;2019-01-22;Ministerio Público;617-2019;2019-03-28;;38;0;0;30;/img/denuncia/file_medida_315-2019_1554325636.pdf;1;1;
154;133-2019;2019-03-06;2019-03-08;1178-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;1;
12;91-2018;2019-01-14;2019-01-17;317-2019;Ha lugar;08:00;2019-01-22;Ministerio Público;340-019;2019-02-07;;38;0;0;30;/img/denuncia/file_medida__1554326233.pdf;1;2;2019-01-22
6;32-2019;2019-01-15;2019-01-17;318-2019;Ha lugar;11:00;2019-01-22;;;;;38;0;0;30;/img/denuncia/file_medida_318-2019_1554326758.pdf;1;1;2019-01-22
154;127-2019;2019-03-06;2019-03-08;1177-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;1;
10;315-2019;2019-03-07;2019-03-08;1176-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554328455.pdf;1;3;2019-03-11
;DE PARTE;2019-03-11;2019-03-11;1201-2019;Ha lugar;15:30;2019-03-14;;;;1;38;1;;30;/img/denuncia/file_medida__1554331137.pdf;5;1;2019-03-14
154;38-2019;2019-01-16;2019-01-18;338-2019;No ha lugar;00:00;2019-01-21;Ministerio Público;332-2019;2019-02-08;;38;0;0;30;/img/denuncia/file_medida_338-2019_1554329222.pdf;1;1;
9;307- 2019;2019-03-06;2019-03-08;1175-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;1;
8;125-2019;2019-01-16;2019-01-18;340-2019;Ha lugar;00:00;2019-01-21;Ministerio Público;322-2019;2019-02-06;;38;0;0;30;/img/denuncia/file_medida__1554330875.pdf;1;1;2019-01-21
7;217-2019;2019-02-10;2019-02-11;741-2019;Ha lugar;09:50;2019-02-13;;;;;38;0;0;30;/img/denuncia/file_medida__1554331722.pdf;1;1;2019-02-13
;DE PARTE;2019-03-11;2019-03-11;;;;;;;;0;;1;;30;;5;1;
7;212-2019;2019-02-10;2019-02-11;742-2019;Ha lugar;00:00;2019-02-12;;;;;38;0;0;30;/img/denuncia/file_medida__1554332435.pdf;1;3;2019-02-12
7;213-2019;2019-02-08;2019-02-11;744-2019;;08:30;2019-02-13;Ministerio Público;576-2019;2019-02-21;;38;0;0;30;/img/denuncia/file_medida__1554333337.pdf;1;1;2019-02-13
9;195-2019;2019-02-10;2019-02-11;746-2019;;09:10;2019-02-13;Ministerio Público;589-2019;2019-03-13;;38;0;0;30;/img/denuncia/file_medida__1554334666.pdf;1;1;2019-02-13
10;227-2019;2019-02-10;2019-02-11;750-2019;No ha lugar;00:00;2019-02-19;;;;;38;0;0;30;/img/denuncia/file_medida__1554335353.pdf;1;1;2019-02-19
9;308-2019;2019-03-07;2019-03-11;1206-2019;Ha lugar;00:00;2019-03-12;;;;;38;0;0;30;/img/denuncia/file_medida__1554335935.pdf;1;3;2019-03-12
10;230-2019;2019-02-09;2019-02-11;751-2019;Ha lugar;13:00;2019-02-15;;;;;38;0;0;30;/img/denuncia/file_medida__1554335936.pdf;1;1;2019-02-15
;;;;755-2019;No ha lugar;00:00;2019-02-12;Ministerio Público;470-2019;2019-03-25;;38;0;0;30;/img/denuncia/file_medida__1554336442.pdf;1;;
6;120-2019;2019-03-06;2019-03-11;1209-2019;No ha lugar;00:00;2019-03-12;Ministerio Público;498-2019;2019-03-26;;38;0;0;30;/img/denuncia/file_medida__1554336811.pdf;1;1;2019-03-12
10;553-2019;2019-03-02;2019-03-08;1173-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554338393.pdf;1;3;2019-03-11
7;337-2019;2019-03-06;2019-03-08;1174-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;1;
8;854-2019;2019-03-05;2019-03-08;1172-2019;Ha lugar;10:00;2019-03-12;;;;;37;0;0;30;/img/denuncia/file_medida__1554340330.pdf;1;1;2019-03-12
8;855-2019;2019-03-05;2019-03-08;1171-2019;Ha lugar;09:20;2019-03-12;;;;;37;0;0;30;/img/denuncia/file_medida__1554341322.pdf;1;1;2019-03-12
6;115-2019;2019-03-05;2019-03-08;1170-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;1;
6;114-2019;2019-03-05;2019-03-08;1169-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida_1169-2019_1554918783.pdf;1;3;2019-03-11
16;65-2019;2019-02-10;2019-02-11;758-2019;Ha lugar;08:50;2019-02-13;;;;;38;0;0;30;/img/denuncia/file_medida__1554343192.pdf;1;1;2019-02-13
3;111-2019;2019-03-04;2019-03-08;1168-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554343724.pdf;1;3;2019-03-25
9;201-2019;2019-02-11;2019-02-12;774-2019;No ha lugar;08:50;2019-02-18;;;;;38;0;0;30;/img/denuncia/file_medida__1554344582.pdf;1;1;
10;309-2019;2019-03-07;2019-03-07;1157-2019;Ha lugar;09:15;2019-03-11;;;;;37;0;0;30;/img/denuncia/file_medida__1554345339.pdf;1;1;2019-03-11
6;73-2019;2019-02-07;2019-02-13;790-2019;Ha lugar;14:30;2019-02-15;Juzgado de Paz Letrado;580-2019;2019-03-27;;38;0;0;30;/img/denuncia/file_medida__1554346492.pdf;1;1;2019-02-15
8;545-2019;2019-03-02;2019-03-07;1156-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554346670.pdf;1;3;2019-03-08
8;335-2019;2019-02-07;2019-02-13;794-2019;Ha lugar;15:50;2019-02-15;Ministerio Público;474-2019;2019-03-27;;38;0;0;30;/img/denuncia/file_medida__1554347083.pdf;1;2;2019-02-15
8;544-2019;2019-03-06;2019-03-07;1155-2019;Ha lugar;09:30;2019-03-11;;;;;37;0;0;30;/img/denuncia/file_medida__1554347493.pdf;1;1;2019-03-11
8;341-2019;2019-02-12;2019-02-13;796-2019;Ha lugar;00:00;2019-02-15;Ministerio Público;486-2019;2019-03-27;;38;0;0;30;/img/denuncia/file_medida__1554347774.pdf;1;3;2019-02-15
6;490-2019;2019-01-12;2019-03-07;1153-2019;No ha lugar;10:20;2019-03-11;;;;;37;0;0;30;;1;1;
154;91-2019;2019-02-11;2019-02-13;797-2019;Ha lugar;00:00;2019-02-15;Ministerio Público;596-2019;2019-03-26;;38;1;1;30;/img/denuncia/file_medida__1554353155.pdf;1;3;2019-02-15
6;113-2019;2019-03-05;2019-03-07;1152-2019;Ha lugar;09:45;2019-03-11;;;;1;37;0;0;30;/img/denuncia/file_medida_1152-2019_1554349587.pdf;1;1;2019-03-11
6;112-2019;2019-03-02;2019-04-07;1151-2019;Ha lugar;10:00;2019-03-11;;;;;37;0;0;30;/img/denuncia/file_medida__1554350628.pdf;1;1;2019-03-11
7;333-2019;2019-03-06;2019-03-07;1150-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554351235.pdf;1;3;2019-03-08
154;125-2019;2019-03-04;2019-03-06;1140-2019;Ha lugar;10:00;2019-03-08;;;;;37;0;0;30;/img/denuncia/file_medida__1554352275.pdf;1;1;2019-03-08
154;123-2019;2019-03-04;2019-03-06;1138-2019;No ha lugar;10:20;2019-03-08;;;;;37;0;0;30;;1;1;
9;202-2019;2019-02-12;2019-02-13;799-2019;No ha lugar;00:00;2019-02-15;Ministerio Público;478-2019;2019-03-25;;38;0;0;30;/img/denuncia/file_medida__1554353729.pdf;1;1;
154;126-2019;2019-03-04;2019-03-06;1137-2019;No ha lugar;09:00;2019-03-08;;;;;37;0;0;30;;1;1;
13;45-2019;2019-02-09;2019-02-14;804-2019;Ha lugar;08:30;2019-02-18;Ministerio Público;600-2019;2019-03-21;;38;0;0;30;/img/denuncia/file_medida__1554354665.pdf;1;1;2019-02-18
9;210-2019;2019-02-13;2019-02-14;805-2019;Ha lugar;00:00;2019-02-15;Ministerio Público;484-2019;2019-02-15;;38;0;0;30;/img/denuncia/file_medida__1554356163.pdf;1;3;2019-02-15
154;93-2019;2019-02-12;2019-03-14;807-2019;No ha lugar;00:00;2019-02-15;;;;;38;0;0;30;/img/denuncia/file_medida__1554359938.pdf;1;1;
6;75-2019;2019-02-12;2019-02-14;809-2019;No ha lugar;00:00;2019-02-15;;;;;38;0;0;30;/img/denuncia/file_medida__1554360591.pdf;1;1;
13;54-2019;2019-02-03;2019-02-15;819-2019;No ha lugar;00:00;2019-02-19;;;;;38;0;0;30;;1;1;
9;095-2019;2019-03-04;2019-03-06;1135-2019;Ha lugar;10:40;2019-03-08;;;;;37;0;0;30;/img/denuncia/file_medida__1554372672.pdf;1;3;2019-03-08
10;307-2019;2019-03-05;2019-03-06;1134-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;2;
13;64-2019;2019-02-22;2019-03-06;1120-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554374440.pdf;1;3;2019-03-07
13;65-2019;2019-02-26;2019-03-06;1119-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554375228.pdf;1;3;2019-03-07
10;232-2019;2019-03-04;2019-03-05;1116-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;1;
9;294-2019;2019-03-04;2019-03-05;1115-2019;No ha lugar;00:00;;;;;;37;1;;30;;1;1;
7;328-2019;2019-03-03;2019-03-08;1114-2019;Ha lugar;09:00;2019-03-07;;;;;37;0;0;30;/img/denuncia/file_medida__1554377753.pdf;1;1;2019-03-07
6;109-2019;2019-03-02;2019-03-05;1113-2019;Ha lugar;09:30;2019-03-20;;;;;37;0;0;30;/img/denuncia/file_medida__1554378640.pdf;1;1;2019-03-20
10;233-2019;2019-02-28;2019-03-05;1112-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;1;
10;297-2019;2019-03-02;2019-03-05;1111-2019;Ha lugar;09:20;2019-03-07;;;;;37;0;0;30;/img/denuncia/file_medida__1554379901.pdf;1;1;2019-03-07
10;298-2019;2019-03-02;2019-03-05;1110-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554381891.pdf;1;3;2019-03-06
7;325-2019;2019-03-02;2019-03-04;1103-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;1;
9;283-2019;2019-03-01;2019-03-04;1101-2019;Ha lugar;12:10;2019-03-06;;;;;37;0;0;30;/img/denuncia/file_medida__1554384496.pdf;1;2;2019-03-06
8;580-2019;2019-03-07;2019-03-12;1243-2019;Ha lugar;15:00;2019-03-15;;;;;38;0;0;30;/img/denuncia/file_medida__1554387260.pdf;1;1;2019-03-15
6;116-2019;2019-03-04;2019-03-11;1211-2019;Ha lugar;00:00;2019-03-12;Ministerio Público;407-2019;2019-03-26;;38;0;0;30;/img/denuncia/file_medida__1554388252.pdf;1;3;2019-03-12
11;293-2019;2019-02-12;2019-02-15;820-2019;Ha lugar;00:00;2019-02-19;;;;1;38;0;0;30;/img/denuncia/file_medida__1554388325.pdf;1;1;2019-02-19
154;541-2019;2019-04-03;2019-03-12;1247-2019;No ha lugar;00:00;2019-03-13;Ministerio Público;541-2019;2019-03-25;;38;0;0;30;/img/denuncia/file_medida__1554388616.pdf;1;1;2019-03-13
7;153-2019;2019-03-13;2019-03-14;1286-2019;Ha lugar;08:00;2019-03-19;Ministerio Público;456-2019;2019-03-20;;38;0;0;30;/img/denuncia/file_medida__1554388978.pdf;1;1;2019-03-19
8;566-2019;2019-03-09;2019-03-11;1213-2019;Ha lugar;11:30;2019-03-14;Archivo Central;423-2019;2019-03-28;1;38;0;0;30;/img/denuncia/file_medida__1554389376.pdf;1;2;2019-03-14
6;S/N;2019-03-05;2019-03-12;1249-2019;Ha lugar;00:00;2019-03-13;;;;;38;0;0;30;/img/denuncia/file_medida__1554389375.pdf;1;3;2019-03-13
10;346-2019;2019-03-13;2019-03-14;1289-2019;Ha lugar;10:00;2019-03-19;Ministerio Público;460-2019;2019-03-29;;38;0;0;30;/img/denuncia/file_medida__1554389765.pdf;1;2;2019-03-19
8;570-2019;2019-03-09;2019-03-11;1214-2019;Ha lugar;16:30;2019-03-14;Ministerio Público;421-2019;2019-03-19;;38;0;0;30;/img/denuncia/file_medida__1554390030.pdf;1;1;2019-03-14
154;141-2019;2019-03-12;2019-03-14;1291-2019;Ha lugar;09:30;2019-03-19;;;;1;38;0;0;30;/img/denuncia/file_medida__1554390601.pdf;1;2;2019-03-19
;DE PARTE -CEM;2019-03-06;2019-04-13;1260-2019;;08:15;2019-03-18;Ministerio Público;415-2019;2019-03-26;1;38;0;0;30;/img/denuncia/file_medida__1554391053.pdf;5;3;2019-03-18
9;311-2019;2019-03-08;2019-03-11;1217-2019;Ha lugar;00:00;2019-03-12;Ministerio Público;408-2019;2019-03-28;;38;0;0;30;/img/denuncia/file_medida__1554390940.pdf;1;3;2019-03-12
8;610-2019;2019-03-10;2019-03-15;1306-2019;Ha lugar;08:00;2019-03-19;Ministerio Público;462-2019;2019-03-26;;38;0;0;30;/img/denuncia/file_medida__1554391193.pdf;1;2;2019-03-19
6;320-2019;2019-03-02;2019-04-04;1100-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;2;
9;315-2019;2019-03-09;2019-03-11;1218-2019;Ha lugar;13:00;2019-03-14;Ministerio Público;422-2019;2019-03-28;1;38;0;0;30;/img/denuncia/file_medida__1554391461.pdf;1;1;2019-03-14
12;63-2019;2019-01-08;2019-04-14;234-2019;No ha lugar;08:00;2019-03-18;Ministerio Público;502-2019;2019-03-08;;38;0;0;30;/img/denuncia/file_medida__1554391857.pdf;1;1;2019-03-18
10;318-2019;2019-03-08;2019-04-11;1220-2019;Ha lugar;16:00;2019-03-14;;;;;38;0;0;30;/img/denuncia/file_medida__1554391977.pdf;1;1;2019-03-14
154;119-2019;2019-02-26;2019-03-04;1102-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554392333.pdf;1;1;2019-03-06
11;Set-19;2019-01-08;2019-01-14;236-2019;No ha lugar;08:00;2019-01-18;;;;;38;0;0;30;/img/denuncia/file_medida__1554392545.pdf;1;2;
6;S/N;2019-03-10;2019-03-13;1263-2019;Ha lugar;00:00;2019-03-15;;;;;38;0;0;30;/img/denuncia/file_medida__1554392615.pdf;1;3;2019-03-15
10;317-2019;2019-03-08;2019-03-11;1222-2019;Ha lugar;08:00;2019-03-14;;;;;38;0;0;30;/img/denuncia/file_medida__1554392767.pdf;1;1;2019-03-14
9;284-2019;2019-03-01;2019-03-04;1099-2019;No ha lugar;09:50;2019-03-06;;;;;37;0;0;30;;1;1;
6;24-2019;2019-01-08;2019-01-14;247-2019;Ha lugar;16:30;2019-01-16;Ministerio Público;342-2019;2019-01-23;;38;0;0;30;/img/denuncia/file_medida__1554393616.pdf;1;2;2019-01-16
154;120-2019;2019-02-28;2019-03-04;1097-2019;Ha lugar;12:30;2019-03-06;;;;;37;0;0;30;/img/denuncia/file_medida__1554394292.pdf;1;2;2019-03-06
154;134-2019;2019-03-07;2019-03-11;1225;Ha lugar;12:30;2019-03-14;Ministerio Público;420-2019;2019-03-26;;38;0;0;30;/img/denuncia/file_medida__1554394492.pdf;1;1;2019-03-14
7;58-2019;2019-01-12;2019-01-14;250-2019;Ha lugar;16:00;2019-01-16;Ministerio Público;256-2019;2019-02-25;;38;0;0;30;/img/denuncia/file_medida__1554394377.pdf;1;1;2019-01-16
8;534-2019;2019-03-03;2019-03-06;1136-2019;Ha lugar;09:30;2019-03-08;;;;;37;0;0;30;/img/denuncia/file_medida__1554395125.pdf;1;1;2019-03-08
7;57-2019;2019-01-13;2019-01-14;252-2019;Ha lugar;15:30;2019-01-16;Ministerio Público;255-2019;2019-02-06;;38;0;0;30;/img/denuncia/file_medida__1554395044.pdf;1;1;2019-01-16
9;63-2019;2019-01-10;2019-01-14;253-2019;Ha lugar;00:00;2019-01-15;Ministerio Público;256-19;2019-02-06;;38;0;0;30;/img/denuncia/file_medida_253-2019_1554395553.pdf;1;3;2019-01-15
154;118-2019;2019-02-28;2019-03-04;1096-2019;Ha lugar;09:10;2019-03-06;;;;1;37;1;;30;/img/denuncia/file_medida__1554396392.pdf;1;1;2019-03-06
9;78-2019;2019-01-13;2019-01-14;256-019;Ha lugar;15:00;2019-01-16;Ministerio Público;264-2019;2019-03-28;;38;0;0;30;/img/denuncia/file_medida__1554396298.pdf;1;2;2019-01-16
10;94-2019;2019-01-13;2019-01-14;258-2019;No ha lugar;14:30;2019-01-16;Ministerio Público;260-2019;2019-02-08;;38;0;0;30;/img/denuncia/file_medida__1554396932.pdf;1;1;2019-01-16
154;113-2019;2019-02-27;2019-03-04;1095-2019;Ha lugar;10:50;2019-03-06;;;;;37;0;0;30;/img/denuncia/file_medida__1554397284.pdf;1;1;2019-03-06
9;60-2019;2019-01-10;2019-01-14;259-2019;Ha lugar;12:00;2019-01-16;Ministerio Público;263-2019;2019-01-23;;38;0;0;30;/img/denuncia/file_medida__1554397492.pdf;1;2;2019-01-16
154;120-2019;2019-03-01;2019-03-04;1094-2019;Ha lugar;11:50;2019-03-06;;;;;37;1;;30;/img/denuncia/file_medida__1554397945.pdf;1;2;2019-03-06
10;83-2019;2019-01-12;2019-01-14;263-2019;Ha lugar;12:00;2019-01-16;;;;;38;0;0;30;/img/denuncia/file_medida__1554397940.pdf;1;2;2019-01-16
7;326-2019;2019-03-03;2019-03-04;1093-2019;Ha lugar;10:10;2019-03-06;;;;1;37;0;0;30;/img/denuncia/file_medida__1554398894.pdf;1;3;2019-03-06
6;712-2919;2019-02-27;2019-03-04;1092-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida_1092-2019_1554399646.pdf;1;3;2019-03-05
6;104-2019;2019-01-28;2019-03-04;1091-2019;No ha lugar;00:00;;;;;;37;0;0;30;;1;1;
10;86-2019;2019-01-09;2019-01-14;264-2019;Ha lugar;00:00;2019-01-16;Ministerio Público;262-2019;2019-03-08;;38;0;0;30;/img/denuncia/file_medida__1554406829.pdf;1;1;2019-01-16
6;108-2019;2019-04-02;2019-03-04;1090-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554401999.pdf;1;3;2019-03-05
6;107-2019;2019-03-02;2019-03-04;1089-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554402938.pdf;1;1;2019-03-06
6;105-2019;2019-02-28;2019-03-04;1088-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554403999.pdf;1;1;2019-03-05
10;299-2019;2019-02-28;2019-03-04;1086-2019;Ha lugar;10:30;2019-03-06;;;;;37;0;0;30;/img/denuncia/file_medida__1554404647.pdf;1;2;2019-03-06
10;280-2019;2019-02-27;2019-03-04;1085-2019;Ha lugar;12:30;2019-03-06;;;;;37;0;0;30;/img/denuncia/file_medida__1554405466.pdf;1;2;2019-03-06
10;296-2019;2019-03-01;2019-03-04;1084-2019;Ha lugar;00:00;;;;;;37;0;0;30;/img/denuncia/file_medida__1554406220.pdf;1;3;2019-03-05
10;216-2019;2019-02-07;2019-03-08;725-2019;;11:13;2019-02-13;;;;;37;0;0;30;/img/denuncia/file_medida__1554407001.pdf;1;2;2019-02-13
10;72-2019;2019-01-11;2019-01-14;267-2019;Ha lugar;08:00;2019-01-16;Ministerio Público;261-2019;2019-03-20;;38;0;0;30;/img/denuncia/file_medida__1554407916.pdf;1;2;
9;180-2019;2019-02-07;2019-02-08;724-2019;No ha lugar;11:00;2019-02-13;;;;;37;0;0;30;;1;1;
154;25-2019;2019-01-10;2019-01-14;269-2019;No ha lugar;08:30;2019-01-16;Ministerio Público;285-2019;2019-03-26;;38;0;0;30;/img/denuncia/file_medida__1554408352.pdf;1;1;
10;97-2019;2019-01-14;2019-01-15;279-2019;Ha lugar;09:00;2019-01-21;Ministerio Público;290-2019;2019-02-15;;38;0;0;30;/img/denuncia/file_medida__1554408760.pdf;1;2;2019-01-21
154;29-2019;2019-01-13;2019-01-15;283-2019;Ha lugar;00:00;2019-01-16;Ministerio Público;259-2019;2019-02-25;;38;0;0;30;/img/denuncia/file_medida__1554409262.pdf;1;3;2019-01-16
10;326-2019;2019-03-09;2019-03-11;1227-2019;Ha lugar;12:00;2019-03-14;;;;;38;0;0;30;/img/denuncia/file_medida__1554409973.pdf;1;1;2019-03-14
10;325-2019;2019-03-10;2019-03-11;1229-2019;Ha lugar;08:15;2019-03-14;Ministerio Público;500-2019;2019-03-26;;38;0;0;30;/img/denuncia/file_medida__1554410819.pdf;1;2;2019-03-14
10;322-2019;2019-03-10;2019-03-12;1237-2019;Ha lugar;16:15;2019-03-15;Ministerio Público;425-2019;2019-03-26;;38;0;0;30;/img/denuncia/file_medida__1554411512.pdf;1;1;2019-03-15
12;305-2019;2019-03-05;2019-03-12;1242-2019;Ha lugar;08:15;2019-03-14;;;;;38;0;0;30;/img/denuncia/file_medida__1554412423.pdf;1;1;2019-03-14
7;355-2019;2019-03-08;2019-03-12;1244-2019;Ha lugar;00:00;2019-03-14;;;;;38;0;0;30;/img/denuncia/file_medida__1554413022.pdf;1;3;2019-03-14
10;335-2019;2019-03-12;2019-03-12;1246-2019;Ha lugar;15:30;2019-03-15;;;;;38;0;0;30;/img/denuncia/file_medida__1554413676.pdf;1;1;2019-03-15
6;119-2019;2019-03-05;2019-03-12;1248-2019;No ha lugar;08:00;2019-03-18;Ministerio Público;410-2019;2019-03-19;;38;0;0;30;/img/denuncia/file_medida__1554414495.pdf;1;2;2019-03-18
12;347-2019;2019-03-11;2019-03-13;1252-2019;Ha lugar;00:00;2019-03-14;Ministerio Público;416-2019;2019-03-27;;38;0;0;30;/img/denuncia/file_medida__1554415072.pdf;1;3;2019-03-14
6;125-2019;2019-03-09;2019-03-13;1261-2019;Ha lugar;00:00;2019-03-14;;;;;38;0;0;30;/img/denuncia/file_medida__1554416768.pdf;1;3;2019-03-14
6;073-2019;2019-02-05;2019-02-08;722-2019;No ha lugar;11:30;2019-02-13;;;;;37;0;0;30;;1;1;
6;126-2019;2019-03-10;2019-03-13;1262-2019;Ha lugar;00:00;2019-03-18;;;;;38;0;0;30;/img/denuncia/file_medida__1554418312.pdf;1;1;2019-03-18
;OO719-2019 (EXP);2019-02-13;2019-02-14;719-2019;Ha lugar;11:00;2019-02-14;;;;;37;1;;30;/img/denuncia/file_medida__1554419868.pdf;5;2;2019-02-14
8;594-2019;2019-03-11;2019-03-13;1264-2019;No ha lugar;00:00;2019-03-15;Ministerio Público;426-2019;2019-03-26;;38;0;0;30;/img/denuncia/file_medida__1554418931.pdf;1;1;
6;DENUNCIA DE PARTE FISCALIA DE FAMILIA;2019-03-13;2019-03-13;1269-2019;Ha lugar;12:00;2019-03-18;Ministerio Público;502-19;2019-03-26;1;38;0;0;30;/img/denuncia/file_medida_1269-2019_1554420000.pdf;1;1;
7;367-2019;2019-03-12;2019-03-13;1265-2019;No ha lugar;11:00;2019-03-18;;;;;38;0;0;30;/img/denuncia/file_medida__1554419970.pdf;1;1;2019-03-18
7;358-2019;2019-03-11;2019-03-13;1266-2019;Ha lugar;09:30;2019-03-18;Ministerio Público;411-2019;2019-03-26;;38;0;0;30;/img/denuncia/file_medida__1554420457.pdf;1;2;
10;344-2019;2019-03-12;2019-03-13;1270-2019;Ha lugar;00:00;2019-03-14;;;;;38;0;0;30;/img/denuncia/file_medida__1554421083.pdf;1;3;2019-03-14
10;343-2019;2019-03-12;2019-03-13;1268-2019;No ha lugar;09:00;2019-03-18;;;;1;38;0;0;30;/img/denuncia/file_medida__1554421002.pdf;1;2;2019-03-18
6;25-2019;2019-01-11;2019-01-15;284-2019;Ha lugar;09:30;2019-01-21;Ministerio Público;296-2019;2019-03-28;;38;0;0;30;;1;1;2019-01-21
6;127-2019;2019-03-11;2019-04-13;1271-2019;Ha lugar;08:30;2019-04-18;;;;;38;0;0;30;/img/denuncia/file_medida__1554421664.pdf;1;1;2019-03-18
13;13-2019;2019-01-16;2019-01-16;298-2019;No ha lugar;00:00;2019-01-17;Ministerio Público;286-2019;2019-02-06;;38;0;0;30;/img/denuncia/file_medida__1554422252.pdf;1;1;
8;287-2019;2019-04-04;2019-03-13;793-2019;No ha lugar;00:00;2019-02-20;;;;;38;0;0;30;/img/denuncia/file_medida__1554422362.pdf;1;1;2019-02-20
8;579-2019;2019-03-09;2019-03-14;1285-2019;Ha lugar;03:30;2019-03-19;Ministerio Público;485-2019;2019-03-24;;38;0;0;30;/img/denuncia/file_medida__1554422333.pdf;1;1;2019-03-19
7;357-2019;2019-03-11;2019-03-14;1287-2019;Ha lugar;16:00;2019-03-19;;;;;38;0;0;30;/img/denuncia/file_medida_1287-2019_1554431364.pdf;1;1;
