id_comisaria;oficio;fecha_denuncia;fecha_formalizacion;expediente;calificacion;hora;fecha_audiencia;remitira;oficioremitido;fecha_audienciaremision;c_instancia;id_modulo
140;2106-2018;2018-10-14;2018-10-17;24118-2018-0-0906-JR-FC-16;Ha lugar;19:29;2018-10-22;;;;55;20
140;1900-2018;2018-10-14;2018-10-17;24121-2018-0-0906-JR-FC-11;Ha lugar;16:07;2018-10-17;;;2018-12-06;50;20
140;7409-2018;2018-10-14;2018-10-17;24122-2018-0-0906-JR-FC-14;Ha lugar;08:06;2018-10-22;;;;53;20
140;3026-2018;2018-10-14;2018-10-17;24123-2018-0-0906-JR-FC-09;Ha lugar;13:08;2018-10-30;;;2018-12-04;48;20
140;3020-2018;2018-10-14;2018-10-17;24124-2018-0-0906-JR-FC-17;Ha lugar;15:43;2018-10-19;;;2018-12-06;56;20
140;-;2018-10-14;2018-10-17;24125-2018-0-0906-JR-FC-12;Ha lugar;16:49;2018-10-25;;;;51;20
140;4762-2018;2018-10-14;2018-10-17;24126-2018-0-0906-JR-FC-16;Ha lugar;15:28;2018-10-24;;;;55;20
140;2105-2018;2018-10-14;2018-10-17;24128-2018-0-0906-JR-FC-10;Ha lugar;12:14;2018-11-08;;;;49;20
140;3036-2018;2018-10-14;2018-10-17;24131-2018-0-0906-JR-FC-11;Ha lugar;14:15;2018-12-12;;;;50;20
140;4763-2018;2018-10-14;2018-10-17;24132-2018-0-0906-JR-FC-13;Ha lugar;10:29;2018-11-15;;;;52;20
140;2122-2018;2018-10-14;2018-10-17;24133-2018-0-0906-JR-FC-15;Ha lugar;10:58;2018-10-25;;;;54;20
140;2992-2018;2018-10-14;2018-10-17;24134-2018-0-0906-JR-FC-14;Ha lugar;16:06;2018-10-22;;;;53;20
140;4772-2018;2018-10-14;2018-10-17;24135-2018-0-0906-JR-FC-09;Ha lugar;11:57;2018-10-19;;;;48;20
140;1567-2018;2018-10-14;2018-10-17;24136-2018-0-0906-JR-FC-15;Ha lugar;10:30;2018-10-22;;;;54;20
140;4681-2018;2018-10-08;2018-10-17;24137-2018-0-0906-JR-FC-17;Ha lugar;17:09;2018-10-19;;;;56;20
140;1569-2018;2018-10-14;2018-10-17;24139-2018-0-0906-JR-FC-10;Ha lugar;18:46;2018-11-03;;;;49;20
140;4719-2018;2018-10-14;2018-10-17;24140-2018-0-0906-JR-FC-16;Ha lugar;18:28;2018-10-22;;;;55;20
140;1568-2018;2018-10-14;2018-10-17;24141-2018-0-0906-JR-FC-12;Ha lugar;17:45;2018-10-24;;;;51;20
140;4716-2018;2018-10-14;2018-10-17;24143-2018-0-0906-JR-FC-13;Ha lugar;17:22;2018-10-17;;;;52;20
140;1544-2018;2018-10-14;2018-10-17;24144-2018-0-0906-JR-FC-11;Ha lugar;10:34;2018-10-31;;;;50;20
140;4683-2018;2018-10-14;2018-10-17;24145-2018-0-0906-JR-FC-14;Ha lugar;17:53;2018-10-18;;;;53;20
140;1543-2018;2018-10-14;2018-10-17;24146-2018-0-0906-JR-FC-09;Ha lugar;14:58;2018-10-30;;;;48;20
140;4679-2018;2018-10-14;2018-10-17;24147-2018-0-0906-JR-FC-10;Ha lugar;15:01;2018-10-21;;;;49;20
140;1586-2018;2018-10-14;2018-10-17;24149-2018-0-0906-JR-FC-17;Ha lugar;14:57;2018-10-23;;;;56;20
140;4680-2018;2018-10-14;2018-10-17;24150-2018-0-0906-JR-FC-15;Ha lugar;10:52;2018-10-26;;;;54;20
140;4692-2018;2018-10-14;2018-10-17;24151-2018-0-0906-JR-FC-16;Ha lugar;11:23;2018-11-07;;;;55;20
